response,trial_id,trialnumber,subject
yes,118,41,AXE7
yes,118,50,ZYB20
yes,119,43,DSV43
yes,119,45,CIL15
yes,119,46,FUQ44
yes,119,46,QKI26
yes,119,46,VFX28
yes,12,35,NRH51
yes,12,40,NID49
yes,12,45,HUQ31
yes,12,50,DFQ47
yes,120,36,DFQ47
yes,120,43,QFK13
yes,120,43,ULZ5
yes,120,50,YDC51
yes,121,35,ULZ5
yes,121,43,OAQ55
yes,121,50,JBV4
yes,122,37,QDA58
yes,122,43,ZQT5
yes,123,35,VFX28
yes,123,39,NRH51
yes,124,38,YCB12
yes,124,46,QWX46
yes,124,48,QDA58
yes,125,36,JWP14
yes,125,40,YAE21
yes,126,35,DSH34
yes,126,38,QFK13
yes,126,41,IDO59
yes,126,46,DJX33
yes,126,47,JBV4
yes,127,41,AQI2
yes,127,46,ZCX58
yes,128,36,QGB15
yes,129,38,ZDK8
yes,13,37,ATD37
yes,13,42,UOY25
yes,130,37,OUH42
yes,130,41,SKV48
yes,131,38,NID49
yes,131,45,AGZ29
yes,131,45,AQI2
yes,132,36,DSV43
yes,132,39,QKI26
yes,132,40,XTN16
yes,132,46,SSV40
yes,132,50,ATD37
yes,133,36,DKR59
yes,133,41,LIB49
yes,134,37,MYG54
yes,134,40,UMH36
yes,134,43,QWX46
yes,134,46,GND17
yes,134,46,QFK13
yes,135,35,YCB12
yes,135,41,ZYB20
yes,136,39,ULZ5
yes,136,40,SSM35
yes,136,46,OZC32
yes,137,35,ZQT5
yes,137,38,GND17
yes,137,38,UEJ38
yes,137,40,YDC51
yes,137,48,AKE18
yes,137,49,ZYB20
yes,138,37,UOY25
yes,138,42,MYG54
yes,138,50,NRH51
yes,139,36,JPE45
yes,139,36,OZC32
yes,139,38,DOU1
yes,139,43,NID49
yes,139,50,SSM35
yes,14,35,NID49
yes,14,45,OZC32
yes,140,35,AXE7
yes,140,36,DSH34
yes,140,37,ZKX23
yes,140,38,DJX33
yes,140,38,RMS50
yes,140,42,AGZ29
yes,140,44,PBH41
yes,140,45,IDO59
yes,141,37,JMJ57
yes,141,38,RMT60
yes,141,43,UOY25
yes,141,44,FUQ44
yes,141,49,AKE18
yes,142,36,YEC46
yes,142,40,FUQ44
yes,142,42,CIL15
yes,142,45,LIB49
yes,142,47,DOU1
yes,142,48,PVP3
yes,143,39,ZCX58
yes,143,43,AXE7
yes,144,37,QGB15
yes,144,37,RMS50
yes,144,41,RMT60
yes,144,43,ZDK8
yes,144,45,JMJ57
yes,144,45,UMH36
yes,145,36,DJX33
yes,145,37,ZQT5
yes,145,38,QWX46
yes,145,41,PBH41
yes,145,43,EIG24
yes,145,48,HUQ31
yes,145,48,ZCX58
yes,146,36,NRH51
yes,146,42,JMJ57
yes,146,44,ZDK8
yes,146,47,PVP3
yes,146,49,IDO59
yes,147,39,AGZ29
yes,147,39,SKV48
yes,147,47,DSV43
yes,148,41,DSV43
yes,148,41,ZKX23
yes,148,49,ULZ5
yes,149,39,AXE7
yes,15,39,DFQ47
yes,15,44,RMS50
yes,15,49,QWX46
yes,15,49,YDC51
yes,15,49,ZCX58
yes,150,35,YDC51
yes,150,44,DKR59
yes,151,38,UOY25
yes,151,48,XNY10
yes,152,36,QKI26
yes,152,49,SSM35
yes,153,38,DFQ47
yes,153,47,RMS50
yes,153,47,UMH36
yes,154,36,ZDK8
yes,154,39,ATD37
yes,154,42,UEJ38
yes,154,48,UMH36
yes,155,37,ZYB20
yes,155,42,JBV4
yes,155,46,CIL15
yes,155,46,UOY25
yes,155,49,EIG24
yes,155,49,XNY10
yes,156,35,OUH42
yes,156,36,HUQ31
yes,156,41,NRH51
yes,156,41,ZCX58
yes,157,40,XNY10
yes,157,45,AKE18
yes,158,36,UOY25
yes,158,39,GND17
yes,158,39,JBV4
yes,158,45,YDC51
yes,159,36,AXE7
yes,159,44,AQI2
yes,16,44,RMT60
yes,16,45,JBV4
yes,16,49,ATD37
yes,160,36,UEJ38
yes,160,39,AQI2
yes,160,43,YEC46
yes,160,45,DJX33
yes,161,35,RMS50
yes,161,40,AKE18
yes,161,48,QFK13
yes,161,50,DKR59
yes,161,50,JPE45
yes,162,35,ATD37
yes,162,35,LIB49
yes,162,37,EIG24
yes,162,38,PVP3
yes,162,40,ZYB20
yes,162,41,OUH42
yes,162,42,ZCX58
yes,162,44,ZKX23
yes,162,47,QWX46
yes,162,50,GND17
yes,163,41,QDA58
yes,163,45,QWX46
yes,163,47,IDO59
yes,164,36,XTN16
yes,164,38,YAE21
yes,164,42,FUQ44
yes,164,43,UMH36
yes,165,35,DOU1
yes,165,35,PVP3
yes,165,36,ZCX58
yes,166,40,PBH41
yes,166,41,FUQ44
yes,166,44,JMJ57
yes,166,50,QKI26
yes,167,35,AGZ29
yes,167,39,QDA58
yes,167,41,OZC32
yes,167,46,MYG54
yes,168,36,SKV48
yes,168,37,NID49
yes,168,45,ZDK8
yes,168,50,XNY10
yes,169,38,ZYB20
yes,169,44,MYG54
yes,17,38,QGB15
yes,17,42,RMS50
yes,17,45,UOY25
yes,170,37,ULZ5
yes,170,38,DKR59
yes,170,49,AGZ29
yes,171,36,PBH41
yes,171,42,ZQT5
yes,171,43,ZKX23
yes,171,44,DJX33
yes,171,46,NID49
yes,172,38,JBV4
yes,172,38,NRH51
yes,172,43,DFQ47
yes,172,44,AXE7
yes,172,45,ZQT5
yes,173,39,VFX28
yes,173,41,CIL15
yes,173,41,SSV40
yes,174,45,DOU1
yes,174,46,RMT60
yes,174,48,UOY25
yes,175,36,OUH42
yes,175,45,EIG24
yes,175,45,JWP14
yes,176,35,HUQ31
yes,176,41,QFK13
yes,178,37,YDC51
yes,178,38,DSV43
yes,178,41,UMH36
yes,178,41,XTN16
yes,179,38,IDO59
yes,179,39,QGB15
yes,179,41,ULZ5
yes,18,35,CIL15
yes,18,37,SSV40
yes,18,46,LIB49
yes,18,50,IDO59
yes,180,37,HUQ31
yes,180,44,JWP14
yes,180,45,YCB12
yes,180,49,YAE21
yes,181,39,XTN16
yes,181,45,DKR59
yes,182,43,MYG54
yes,182,47,NID49
yes,182,49,YCB12
yes,183,35,RMT60
yes,183,36,ZYB20
yes,183,37,FUQ44
yes,183,39,JPE45
yes,183,40,SSV40
yes,183,41,GND17
yes,183,42,ULZ5
yes,183,43,ATD37
yes,183,49,QGB15
yes,183,50,VFX28
yes,184,35,DJX33
yes,184,36,IDO59
yes,184,48,JWP14
yes,184,49,GND17
yes,184,50,QDA58
yes,185,36,AKE18
yes,185,40,LIB49
yes,185,42,DSH34
yes,185,43,SKV48
yes,186,38,AQI2
yes,186,38,YEC46
yes,186,42,OZC32
yes,186,45,OAQ55
yes,187,38,AXE7
yes,187,39,ZKX23
yes,187,40,UEJ38
yes,187,44,QDA58
yes,187,45,YAE21
yes,188,36,JBV4
yes,188,39,OZC32
yes,188,44,AKE18
yes,188,50,DOU1
yes,189,45,OUH42
yes,189,47,OAQ55
yes,189,50,DSH34
yes,19,43,AQI2
yes,19,45,QGB15
yes,19,46,AGZ29
yes,19,47,DJX33
yes,19,50,QFK13
yes,190,35,FUQ44
yes,190,36,QFK13
yes,190,39,PBH41
yes,190,45,RMS50
yes,191,36,ZQT5
yes,191,38,AGZ29
yes,192,42,DOU1
yes,192,44,NID49
yes,192,46,DFQ47
yes,192,47,SSV40
yes,192,49,PVP3
yes,2,41,DSH34
yes,2,46,YCB12
yes,2,48,YEC46
yes,20,42,ZKX23
yes,20,43,JBV4
yes,20,47,YAE21
yes,21,35,QKI26
yes,21,45,MYG54
yes,21,47,NRH51
yes,22,36,QWX46
yes,22,36,ULZ5
yes,22,42,YDC51
yes,23,36,DOU1
yes,23,37,OZC32
yes,24,35,ZDK8
yes,24,50,ZKX23
yes,25,35,UOY25
yes,25,38,DSH34
yes,25,38,VFX28
yes,26,37,UMH36
yes,26,45,ULZ5
yes,26,45,ZYB20
yes,26,49,MYG54
yes,27,40,QDA58
yes,27,43,CIL15
yes,27,48,DFQ47
yes,28,39,RMS50
yes,28,42,DKR59
yes,28,45,NID49
yes,28,45,PVP3
yes,28,50,FUQ44
yes,29,36,SSM35
yes,3,38,ULZ5
yes,3,46,JWP14
yes,30,41,ATD37
yes,30,41,HUQ31
yes,31,40,ZQT5
yes,31,42,AXE7
yes,31,43,DOU1
yes,32,40,GND17
yes,32,40,JPE45
yes,32,43,XTN16
yes,32,47,QFK13
yes,32,47,QGB15
yes,33,37,AKE18
yes,33,38,LIB49
yes,33,46,PBH41
yes,33,46,UEJ38
yes,33,48,OAQ55
yes,34,37,AQI2
yes,34,39,DJX33
yes,35,39,IDO59
yes,35,40,YEC46
yes,35,41,ZDK8
yes,35,45,ZCX58
yes,35,45,ZKX23
yes,35,46,DOU1
yes,36,35,JWP14
yes,36,37,JBV4
yes,36,40,ULZ5
yes,36,43,LIB49
yes,36,44,DSH34
yes,36,44,UOY25
yes,37,35,AQI2
yes,37,39,OUH42
yes,37,44,ZCX58
yes,38,41,PVP3
yes,38,47,FUQ44
yes,39,45,DSV43
yes,39,50,YAE21
yes,4,49,AXE7
yes,40,41,YAE21
yes,40,43,YDC51
yes,40,48,AGZ29
yes,41,36,VFX28
yes,41,46,QGB15
yes,42,37,DFQ47
yes,42,39,UMH36
yes,42,40,JMJ57
yes,42,45,QKI26
yes,43,38,ZKX23
yes,43,40,IDO59
yes,43,43,NRH51
yes,44,37,JWP14
yes,44,37,QKI26
yes,44,39,EIG24
yes,44,41,NID49
yes,44,43,RMT60
yes,44,48,YDC51
yes,44,49,RMS50
yes,44,50,QWX46
yes,44,50,ZDK8
yes,45,35,DKR59
yes,45,40,AGZ29
yes,45,41,YEC46
yes,45,44,ATD37
yes,45,44,JBV4
yes,45,49,SKV48
yes,45,50,DJX33
yes,46,35,SSV40
yes,46,37,YCB12
yes,47,37,DSV43
yes,47,43,GND17
yes,47,44,NRH51
yes,47,47,QDA58
yes,48,35,MYG54
yes,48,48,AXE7
yes,48,48,ZYB20
yes,48,49,UEJ38
yes,48,50,PBH41
yes,49,42,ZYB20
yes,49,49,DOU1
yes,5,35,GND17
yes,5,42,SKV48
yes,5,44,AGZ29
yes,5,45,QDA58
yes,5,50,ZCX58
yes,50,49,FUQ44
yes,51,36,UMH36
yes,51,41,UEJ38
yes,51,50,AXE7
yes,52,40,DSH34
yes,52,42,IDO59
yes,52,42,XTN16
yes,52,49,NRH51
yes,52,50,OUH42
yes,52,50,SKV48
yes,53,42,UMH36
yes,54,44,YCB12
yes,54,47,ULZ5
yes,55,44,SSV40
yes,56,37,PBH41
yes,56,38,ZCX58
yes,56,42,QKI26
yes,57,36,YCB12
yes,57,39,QFK13
yes,57,40,DKR59
yes,57,48,ZKX23
yes,58,35,ZYB20
yes,58,40,PVP3
yes,58,40,QGB15
yes,58,41,UOY25
yes,58,42,AKE18
yes,58,42,QFK13
yes,58,44,GND17
yes,58,49,ZKX23
yes,59,35,QWX46
yes,59,42,NID49
yes,59,42,PBH41
yes,6,38,AKE18
yes,6,39,FUQ44
yes,6,47,MYG54
yes,6,49,DSH34
yes,6,49,QKI26
yes,60,40,AXE7
yes,60,43,AGZ29
yes,60,50,JMJ57
yes,61,36,MYG54
yes,61,48,NID49
yes,62,40,ATD37
yes,62,40,DFQ47
yes,62,45,XTN16
yes,62,49,HUQ31
yes,62,50,DSV43
yes,63,39,ZDK8
yes,63,49,QDA58
yes,64,36,SSV40
yes,64,40,ZDK8
yes,64,41,DOU1
yes,64,44,EIG24
yes,64,49,CIL15
yes,65,39,JWP14
yes,65,42,QDA58
yes,65,47,ZCX58
yes,66,41,JBV4
yes,66,41,XNY10
yes,66,46,YEC46
yes,67,39,AKE18
yes,67,48,JPE45
yes,67,48,ULZ5
yes,67,49,JBV4
yes,67,49,UOY25
yes,68,37,QWX46
yes,68,46,DSH34
yes,68,47,YEC46
yes,69,35,OAQ55
yes,69,35,SKV48
yes,69,37,AGZ29
yes,69,40,RMS50
yes,69,48,IDO59
yes,7,37,DKR59
yes,7,40,CIL15
yes,7,42,OAQ55
yes,70,44,DSV43
yes,70,45,RMT60
yes,71,38,YDC51
yes,71,42,ATD37
yes,71,42,DFQ47
yes,71,43,DJX33
yes,72,36,FUQ44
yes,72,37,JPE45
yes,72,40,VFX28
yes,72,42,LIB49
yes,72,43,DKR59
yes,72,46,ZQT5
yes,72,48,AQI2
yes,73,35,OZC32
yes,73,36,AGZ29
yes,73,37,IDO59
yes,73,41,DFQ47
yes,73,47,GND17
yes,74,40,RMT60
yes,74,46,ZKX23
yes,75,38,SKV48
yes,75,39,UOY25
yes,75,42,SSM35
yes,75,48,DOU1
yes,76,36,YDC51
yes,76,38,PBH41
yes,76,39,YAE21
yes,76,40,UOY25
yes,77,39,DOU1
yes,77,44,QGB15
yes,77,45,DFQ47
yes,77,48,EIG24
yes,78,36,RMS50
yes,78,38,OZC32
yes,78,49,JMJ57
yes,78,50,ZQT5
yes,79,39,YDC51
yes,79,40,JBV4
yes,79,40,OUH42
yes,79,43,JPE45
yes,79,44,ULZ5
yes,8,43,JMJ57
yes,8,44,ZQT5
yes,80,37,VFX28
yes,80,40,NRH51
yes,81,36,ATD37
yes,81,40,MYG54
yes,81,47,JWP14
yes,81,48,QGB15
yes,82,42,NRH51
yes,82,42,YEC46
yes,82,47,ZYB20
yes,83,37,QFK13
yes,83,37,ZDK8
yes,83,38,UMH36
yes,83,45,ATD37
yes,83,46,AXE7
yes,83,49,OAQ55
yes,83,50,ULZ5
yes,84,43,VFX28
yes,85,36,PVP3
yes,85,40,DJX33
yes,86,35,UMH36
yes,86,36,AQI2
yes,86,38,FUQ44
yes,86,39,UEJ38
yes,86,41,QKI26
yes,86,45,YEC46
yes,86,46,EIG24
yes,86,47,ZDK8
yes,87,35,XNY10
yes,87,43,PBH41
yes,87,45,AXE7
yes,87,46,AKE18
yes,88,42,QWX46
yes,88,44,HUQ31
yes,88,44,IDO59
yes,88,45,UEJ38
yes,89,36,LIB49
yes,89,37,PVP3
yes,89,46,JBV4
yes,89,49,DJX33
yes,9,35,IDO59
yes,9,35,UEJ38
yes,9,37,AXE7
yes,9,40,DOU1
yes,9,42,GND17
yes,9,43,QDA58
yes,9,46,OUH42
yes,9,48,DSV43
yes,90,39,DKR59
yes,90,43,DSH34
yes,90,45,FUQ44
yes,90,45,SKV48
yes,90,47,AGZ29
yes,90,47,OUH42
yes,90,49,AQI2
yes,91,35,YAE21
yes,91,38,OAQ55
yes,91,39,DSH34
yes,91,43,SSV40
yes,92,35,ZCX58
yes,92,39,JMJ57
yes,92,48,XTN16
yes,93,46,QDA58
yes,93,48,QWX46
yes,94,39,MYG54
yes,94,47,QKI26
yes,95,36,CIL15
yes,95,38,QDA58
yes,95,41,JPE45
yes,96,35,AKE18
yes,96,37,XTN16
yes,96,39,SSM35
yes,97,41,MYG54
yes,97,47,YDC51
yes,97,49,UMH36
yes,98,35,QGB15
yes,98,42,DJX33
yes,98,48,RMS50
yes,99,42,YAE21
yes,99,45,PBH41
no,103,35,MNQ68
no,106,44,NKZ65
no,120,47,MFE66
no,127,46,MFE66
no,128,43,MON71
no,129,45,MNQ68
no,129,48,DVE72
no,133,46,ATF61
no,134,49,HNU62
no,141,44,CZY64
no,141,45,NKZ65
no,145,37,ATF61
no,145,41,HVH67
no,146,39,DVE72
no,16,42,HNU62
no,163,48,HNU62
no,165,50,JIZ70
no,170,48,CZY64
no,177,47,DVE72
no,27,44,MNQ68
no,3,38,JIZ70
no,30,50,ATF61
no,35,49,NKZ65
no,40,46,MNQ68
no,44,49,CZY64
no,59,43,JIZ70
no,65,45,MFE66
no,77,40,ATF61
no,77,40,NKZ65
no,80,40,DVE72
no,83,41,CZY64
no,85,37,NKZ65
no,96,39,MNQ68
no,97,42,MFE66
yes,100,45,XGH69
yes,101,46,ZCI63
yes,103,36,HNU62
yes,103,38,CZY64
yes,103,41,QZI66
yes,105,36,JIZ70
yes,105,39,ATF61
yes,106,46,CZY64
yes,107,49,QZI66
yes,108,49,XBJ61
yes,11,37,MFE66
yes,110,36,XBJ61
yes,113,45,ATF61
yes,113,47,MNQ68
yes,114,43,HVH67
yes,115,39,XGH69
yes,116,35,MON71
yes,116,39,NKZ65
yes,116,41,DVE72
yes,118,47,HNU62
yes,118,48,JIZ70
yes,118,50,DVE72
yes,120,47,MON71
yes,122,43,XBJ61
yes,123,50,HVH67
yes,124,47,JIZ70
yes,125,44,HNU62
yes,125,46,QZI66
yes,125,49,HVH67
yes,126,43,CZY64
yes,126,48,MFE66
yes,13,41,NKZ65
yes,130,45,DVE72
yes,132,44,XGH69
yes,134,50,ZCI63
yes,135,43,QZI66
yes,135,46,JIZ70
yes,136,45,MON71
yes,138,43,NKZ65
yes,138,47,ZCI63
yes,14,38,HNU62
yes,14,39,MON71
yes,141,43,XGH69
yes,142,44,ATF61
yes,143,45,XBJ61
yes,143,48,MNQ68
yes,148,45,CZY64
yes,148,46,NKZ65
yes,148,48,QZI66
yes,148,48,XBJ61
yes,149,49,MNQ68
yes,149,50,MFE66
yes,15,36,ATF61
yes,150,43,DVE72
yes,151,35,QZI66
yes,151,36,NKZ65
yes,151,41,MNQ68
yes,152,39,XBJ61
yes,153,37,HNU62
yes,153,39,ZCI63
yes,155,47,HVH67
yes,159,48,NKZ65
yes,159,49,XGH69
yes,160,37,MON71
yes,160,39,HNU62
yes,162,41,JIZ70
yes,164,43,ATF61
yes,164,43,ZCI63
yes,165,49,MON71
yes,166,41,XBJ61
yes,167,35,ATF61
yes,167,39,MFE66
yes,167,42,MNQ68
yes,169,47,XBJ61
yes,17,42,XBJ61
yes,170,48,HVH67
yes,172,36,XGH69
yes,172,40,ZCI63
yes,173,38,DVE72
yes,173,42,NKZ65
yes,175,43,MNQ68
yes,175,47,QZI66
yes,175,49,MFE66
yes,178,40,CZY64
yes,178,42,HVH67
yes,179,36,QZI66
yes,18,36,ZCI63
yes,18,42,MON71
yes,181,36,CZY64
yes,181,40,XGH69
yes,183,35,MFE66
yes,185,45,JIZ70
yes,186,43,HNU62
yes,186,46,XGH69
yes,186,47,ATF61
yes,188,42,JIZ70
yes,189,38,MON71
yes,19,36,MFE66
yes,19,38,ZCI63
yes,191,45,ZCI63
yes,191,46,MON71
yes,21,35,DVE72
yes,21,37,MNQ68
yes,22,38,HVH67
yes,23,38,NKZ65
yes,24,40,JIZ70
yes,24,41,ATF61
yes,26,48,MON71
yes,29,44,JIZ70
yes,3,35,XBJ61
yes,3,42,QZI66
yes,31,49,ATF61
yes,31,49,JIZ70
yes,32,48,XGH69
yes,32,50,HNU62
yes,33,47,NKZ65
yes,36,45,HNU62
yes,37,43,MFE66
yes,37,46,DVE72
yes,38,44,QZI66
yes,4,35,XGH69
yes,4,37,QZI66
yes,41,44,DVE72
yes,41,47,XGH69
yes,42,50,CZY64
yes,43,46,XBJ61
yes,45,46,HVH67
yes,45,49,ZCI63
yes,46,48,ZCI63
yes,46,50,MON71
yes,47,44,MFE66
yes,47,45,HVH67
yes,48,44,XBJ61
yes,48,50,QZI66
yes,49,35,JIZ70
yes,50,35,CZY64
yes,51,37,HVH67
yes,51,42,ZCI63
yes,52,44,MON71
yes,52,48,ATF61
yes,52,49,DVE72
yes,55,41,MON71
yes,55,41,XGH69
yes,56,37,DVE72
yes,57,38,MNQ68
yes,57,41,MFE66
yes,58,44,ZCI63
yes,6,36,DVE72
yes,6,36,MNQ68
yes,6,37,CZY64
yes,60,44,HVH67
yes,64,45,QZI66
yes,64,47,CZY64
yes,66,50,MNQ68
yes,66,50,XBJ61
yes,67,35,NKZ65
yes,67,38,XBJ61
yes,68,40,HNU62
yes,68,42,ATF61
yes,69,38,QZI66
yes,7,38,XGH69
yes,7,40,HVH67
yes,70,50,NKZ65
yes,71,50,XGH69
yes,72,46,HNU62
yes,73,40,MNQ68
yes,74,42,CZY64
yes,74,42,XGH69
yes,75,35,ZCI63
yes,75,40,MON71
yes,75,41,HNU62
yes,77,35,HNU62
yes,77,36,MON71
yes,78,40,XBJ61
yes,81,38,ATF61
yes,84,37,XGH69
yes,84,38,MFE66
yes,84,40,QZI66
yes,85,39,HVH67
yes,87,40,MFE66
yes,88,39,JIZ70
yes,9,39,CZY64
yes,90,42,DVE72
yes,92,37,JIZ70
yes,92,39,QZI66
yes,93,37,XBJ61
yes,95,36,HVH67
yes,95,37,ZCI63
yes,97,35,HVH67
yes,97,41,ZCI63
